user_id,channel,variant,clicked_at,device_type,region,viewed_lp,signed_up,purchased,revenue,ad_cost
user_98,Google,A,2025-07-08 03:30:25.206970,Desktop,Europe,1,0,0,0.0,3.85
user_99,Meta,A,2025-06-18 04:50:28.867408,Desktop,Europe,0,0,0,0.0,3.23
user_100,Google,A,2025-06-29 17:00:56.722143,Tablet,North America,1,1,1,86.89,1.22
user_101,Google,B,2025-06-25 09:13:06.351322,Mobile,Europe,1,1,1,154.54,4.99
user_102,LinkedIn,B,2025-06-15 09:29:17.411324,Tablet,Asia,1,1,1,150.3,4.68
user_103,Meta,B,2025-06-13 23:36:44.685956,Desktop,Asia,1,0,0,0.0,3.7
user_104,Google,B,2025-07-07 02:40:20.565910,Desktop,Europe,1,1,0,0.0,1.19
user_105,Meta,A,2025-07-03 13:39:55.930041,Mobile,Europe,1,0,0,0.0,2.97
user_106,Google,B,2025-06-19 23:15:29.891242,Mobile,Europe,1,0,0,0.0,3.18
user_107,Meta,A,2025-06-26 06:47:07.272273,Mobile,Europe,0,0,0,0.0,3.86
user_108,Meta,A,2025-06-23 07:43:26.447514,Mobile,South America,1,1,0,0.0,3.09
user_109,LinkedIn,B,2025-06-14 12:43:21.143801,Mobile,Asia,1,0,0,0.0,1.34
user_110,Google,B,2025-06-18 07:36:24.674700,Mobile,Europe,0,0,0,0.0,2.27
user_111,LinkedIn,A,2025-07-03 06:53:07.941244,Mobile,Asia,1,0,0,0.0,2.47
user_112,Meta,A,2025-06-27 22:52:18.192477,Mobile,Europe,1,0,0,0.0,3.31
user_113,Google,B,2025-06-27 00:06:59.291099,Desktop,Asia,1,1,0,0.0,2.73
user_114,LinkedIn,A,2025-06-27 03:31:03.035763,Mobile,Europe,1,1,0,0.0,0.65
user_115,Meta,B,2025-07-02 22:54:42.108155,Desktop,Asia,1,0,0,0.0,2.2
user_116,Meta,B,2025-06-22 23:55:33.130062,Desktop,Asia,1,1,0,0.0,3.74
user_117,Meta,A,2025-07-07 08:17:12.533060,Mobile,Asia,1,0,0,0.0,4.82
user_118,Google,B,2025-07-01 03:31:41.183404,Desktop,Europe,0,0,0,0.0,1.19
user_119,Meta,B,2025-06-15 00:26:54.028215,Desktop,Europe,1,0,0,0.0,0.96
user_120,Organic,A,2025-07-12 04:36:16.919600,Tablet,Asia,1,0,0,0.0,0.0
user_121,Meta,B,2025-06-18 01:41:23.794374,Desktop,Europe,1,0,0,0.0,1.05
user_122,Google,B,2025-07-09 10:10:26.425410,Mobile,Europe,0,0,0,0.0,4.41
user_123,Meta,B,2025-07-05 04:18:15.583825,Mobile,Europe,1,1,0,0.0,3.22
user_124,Google,B,2025-07-04 03:03:17.621132,Mobile,South America,1,0,0,0.0,3.82
user_125,Meta,A,2025-06-21 18:46:43.706285,Desktop,South America,1,0,0,0.0,1.24
user_126,Google,A,2025-06-27 13:50:01.089011,Desktop,North America,1,1,0,0.0,1.3
user_127,Organic,A,2025-06-29 23:50:56.671805,Mobile,Asia,1,1,0,0.0,0.0
user_128,Google,B,2025-07-06 10:40:42.467798,Mobile,Europe,0,0,0,0.0,1.42
user_129,Google,A,2025-06-25 16:30:24.528139,Desktop,Asia,1,1,0,0.0,2.87
user_130,Meta,A,2025-06-26 16:54:08.328125,Desktop,North America,1,1,0,0.0,4.76
user_131,Google,B,2025-06-13 09:25:18.247644,Mobile,North America,1,0,0,0.0,4.28
user_132,LinkedIn,B,2025-06-28 03:05:39.286747,Desktop,Europe,1,0,0,0.0,0.59
user_133,Google,A,2025-06-16 17:24:01.131490,Mobile,Asia,1,0,0,0.0,4.12
user_134,Organic,B,2025-06-17 09:10:42.972232,Mobile,Asia,1,0,0,0.0,0.0
user_135,Google,A,2025-06-15 17:23:53.136045,Desktop,Europe,1,0,0,0.0,4.32
user_136,Google,A,2025-06-23 04:33:27.766151,Mobile,Europe,0,0,0,0.0,4.18
user_137,Google,B,2025-06-28 19:57:32.965976,Mobile,Europe,1,0,0,0.0,2.05
user_138,LinkedIn,A,2025-06-13 17:28:53.786043,Desktop,Europe,0,0,0,0.0,3.94
user_139,Google,B,2025-06-30 01:01:41.023089,Mobile,South America,1,1,0,0.0,2.81
user_140,LinkedIn,B,2025-06-26 23:45:53.632644,Mobile,Europe,1,0,0,0.0,4.93
user_141,Meta,A,2025-06-30 02:37:36.418976,Mobile,North America,1,0,0,0.0,4.17
user_142,Meta,B,2025-07-07 20:34:13.138446,Mobile,North America,1,1,1,70.53,4.55
user_143,LinkedIn,B,2025-07-12 12:24:34.669111,Desktop,North America,1,0,0,0.0,4.27
user_144,Meta,B,2025-06-21 10:33:17.446478,Mobile,Europe,1,0,0,0.0,0.87
user_145,Meta,B,2025-07-05 10:35:11.444344,Desktop,Asia,1,0,0,0.0,3.75
user_146,Meta,B,2025-06-23 02:53:51.320548,Desktop,North America,0,0,0,0.0,3.8
user_147,Google,B,2025-06-30 23:16:29.259984,Mobile,Europe,1,0,0,0.0,4.8
user_148,Google,A,2025-06-21 20:18:14.563649,Mobile,Europe,1,0,0,0.0,2.73
user_149,Meta,B,2025-06-30 07:26:25.571570,Desktop,Europe,1,1,0,0.0,0.52
user_150,Google,A,2025-06-29 17:20:36.544887,Desktop,South America,1,0,0,0.0,2.51
user_151,Google,B,2025-07-09 04:04:31.252658,Tablet,Asia,1,0,0,0.0,3.76
user_152,Meta,B,2025-06-29 18:14:42.607211,Desktop,Europe,1,0,0,0.0,4.75
user_153,Google,B,2025-06-23 03:49:19.232035,Mobile,South America,1,0,0,0.0,1.91
user_154,Google,A,2025-06-29 14:10:06.399106,Desktop,South America,0,0,0,0.0,4.75
user_155,Meta,B,2025-06-27 11:53:07.749735,Desktop,Europe,1,0,0,0.0,3.43
user_156,Google,B,2025-07-05 22:43:10.883396,Desktop,Europe,1,0,0,0.0,3.76
user_157,Google,A,2025-06-25 00:16:51.620289,Mobile,North America,1,0,0,0.0,2.84
user_158,Meta,B,2025-06-23 14:04:24.471483,Desktop,Europe,0,0,0,0.0,0.6
user_159,LinkedIn,A,2025-07-06 21:47:45.820540,Desktop,South America,1,1,1,63.28,0.67
user_160,Meta,B,2025-06-19 21:15:28.202580,Mobile,South America,1,0,0,0.0,2.4
user_161,LinkedIn,B,2025-06-19 01:08:22.862550,Desktop,Europe,1,0,0,0.0,3.72
user_162,Meta,B,2025-07-04 03:40:49.370720,Desktop,South America,1,0,0,0.0,3.56
user_163,Google,B,2025-06-13 06:07:21.173099,Mobile,Europe,1,0,0,0.0,4.48
user_164,Meta,B,2025-06-29 13:27:11.566000,Mobile,Europe,0,0,0,0.0,1.54
user_165,Organic,A,2025-07-08 15:33:36.322721,Desktop,Asia,1,1,0,0.0,0.0
user_166,Google,B,2025-06-20 18:35:14.556758,Mobile,Europe,1,0,0,0.0,4.48
user_167,Organic,B,2025-07-02 07:03:52.591938,Mobile,Europe,1,0,0,0.0,0.0
user_168,Organic,A,2025-07-02 05:20:11.073806,Mobile,Europe,1,0,0,0.0,0.0
user_169,Meta,B,2025-06-18 14:15:50.021954,Mobile,Europe,1,1,0,0.0,0.7
user_170,LinkedIn,B,2025-06-25 18:59:57.277347,Mobile,North America,1,1,0,0.0,2.18
user_171,Google,A,2025-06-30 04:57:08.910219,Desktop,North America,0,0,0,0.0,0.99
user_172,LinkedIn,A,2025-06-19 19:44:38.551986,Mobile,Europe,1,0,0,0.0,4.21
user_173,Google,B,2025-06-19 08:43:39.796753,Mobile,Asia,1,0,0,0.0,4.41
user_174,Google,A,2025-07-02 06:41:33.872718,Mobile,Asia,1,0,0,0.0,3.56
user_175,Meta,B,2025-06-24 14:56:00.392985,Desktop,Asia,0,0,0,0.0,2.59
user_176,LinkedIn,B,2025-06-20 06:37:28.355744,Desktop,Europe,1,1,0,0.0,4.24
user_177,Meta,A,2025-07-10 18:10:41.019361,Desktop,Europe,1,0,0,0.0,1.02
user_178,Google,B,2025-07-01 16:21:44.245454,Mobile,Asia,1,0,0,0.0,2.94
user_179,Organic,A,2025-06-19 00:05:28.135848,Desktop,Europe,1,0,0,0.0,0.0
user_180,Google,B,2025-07-01 04:42:04.585191,Desktop,Europe,1,1,0,0.0,2.06
user_181,Meta,A,2025-06-22 01:27:19.849117,Mobile,South America,1,0,0,0.0,3.41
user_182,Meta,B,2025-07-01 06:02:37.366583,Desktop,Europe,1,0,0,0.0,3.97
user_183,Meta,B,2025-06-24 06:10:38.286880,Desktop,Europe,0,0,0,0.0,0.96
user_184,LinkedIn,A,2025-06-25 01:45:07.483582,Mobile,North America,1,1,0,0.0,3.45
user_185,Google,A,2025-06-23 13:29:43.319489,Tablet,Europe,1,0,0,0.0,4.36
user_186,Organic,A,2025-06-21 22:05:26.220145,Desktop,South America,1,0,0,0.0,0.0
user_187,Google,A,2025-06-14 09:01:27.583497,Desktop,Asia,1,0,0,0.0,2.62
user_188,Meta,B,2025-06-13 05:16:20.312953,Desktop,Asia,1,0,0,0.0,4.3
user_189,LinkedIn,A,2025-06-27 13:45:37.972325,Mobile,Europe,0,0,0,0.0,4.85
user_190,Google,A,2025-06-24 05:28:32.108297,Desktop,Europe,1,0,0,0.0,2.44
user_191,Google,A,2025-07-11 04:24:03.684685,Desktop,North America,1,0,0,0.0,2.45
user_192,Organic,A,2025-06-14 00:13:01.297735,Desktop,Europe,1,0,0,0.0,0.0
user_193,Meta,B,2025-07-11 02:16:02.545579,Mobile,Asia,0,0,0,0.0,4.59
user_194,LinkedIn,A,2025-06-16 20:06:25.497583,Desktop,Europe,0,0,0,0.0,1.14
user_195,Meta,B,2025-06-15 23:05:21.250504,Desktop,Europe,1,0,0,0.0,0.83
user_196,Meta,A,2025-07-01 08:58:59.590283,Desktop,Europe,1,0,0,0.0,1.1
user_197,Meta,B,2025-06-16 04:16:32.513993,Mobile,Asia,1,0,0,0.0,4.78
user_198,Google,A,2025-06-20 04:58:19.594674,Desktop,South America,1,0,0,0.0,3.69
user_199,LinkedIn,B,2025-07-08 04:38:47.895224,Mobile,Asia,1,0,0,0.0,3.47
user_200,Meta,B,2025-07-02 02:42:06.920290,Mobile,Europe,1,0,0,0.0,3.79
user_201,Google,B,2025-06-15 13:33:40.127006,Mobile,North America,1,0,0,0.0,1.98
user_202,Meta,A,2025-07-02 03:57:58.215014,Desktop,Asia,1,0,0,0.0,3.0
user_203,LinkedIn,B,2025-06-27 20:40:48.783798,Desktop,North America,1,1,0,0.0,1.49
user_204,Meta,A,2025-06-22 13:14:10.659595,Desktop,Europe,0,0,0,0.0,3.77
user_205,LinkedIn,B,2025-06-26 00:12:46.573614,Mobile,Asia,1,0,0,0.0,2.94
user_206,Meta,A,2025-06-30 00:16:28.837185,Desktop,Asia,1,0,0,0.0,4.55
user_207,Meta,B,2025-06-15 16:46:01.062290,Tablet,Europe,1,0,0,0.0,2.6
user_208,LinkedIn,A,2025-07-11 02:47:04.764084,Desktop,Asia,0,0,0,0.0,1.31
user_209,Google,B,2025-07-04 08:58:35.358588,Mobile,Europe,1,0,0,0.0,0.94
user_210,Meta,B,2025-07-01 20:27:21.379705,Mobile,Europe,1,1,0,0.0,4.86
user_211,Google,A,2025-06-23 05:44:33.576344,Desktop,North America,1,0,0,0.0,1.57
user_212,Google,B,2025-06-20 22:21:01.661211,Desktop,Europe,1,0,0,0.0,4.23
user_213,Meta,B,2025-07-08 14:35:45.683438,Mobile,South America,1,0,0,0.0,2.21
user_214,Meta,A,2025-06-29 01:06:33.684666,Mobile,Europe,1,0,0,0.0,3.13
user_215,LinkedIn,B,2025-07-08 21:46:27.478638,Mobile,Europe,0,0,0,0.0,1.05
user_216,Google,B,2025-07-05 17:48:35.026843,Desktop,Europe,1,0,0,0.0,1.92
user_217,Meta,B,2025-06-20 20:40:07.058013,Mobile,Europe,1,0,0,0.0,0.58
user_218,Google,A,2025-06-27 11:58:46.146505,Mobile,Europe,1,0,0,0.0,3.5
user_219,Google,B,2025-06-27 11:33:53.426117,Desktop,Europe,0,0,0,0.0,3.8
user_220,Google,A,2025-06-30 21:47:31.049328,Desktop,North America,1,0,0,0.0,1.3
user_221,Meta,A,2025-07-01 01:37:52.373132,Tablet,Europe,1,1,0,0.0,4.39
user_222,LinkedIn,A,2025-07-09 05:47:39.184053,Tablet,North America,1,1,0,0.0,2.27
user_223,Meta,B,2025-06-29 22:25:19.994096,Desktop,Europe,1,0,0,0.0,4.4
user_224,Organic,A,2025-07-08 10:22:04.310404,Mobile,North America,1,0,0,0.0,0.0
user_225,Meta,B,2025-06-22 18:26:41.457129,Tablet,Europe,0,0,0,0.0,4.45
user_226,Google,A,2025-06-27 00:17:33.274803,Mobile,Europe,1,1,0,0.0,2.15
user_227,Google,A,2025-07-05 05:30:57.502128,Desktop,North America,1,0,0,0.0,2.5
user_228,Google,A,2025-06-19 07:50:57.856600,Mobile,North America,1,0,0,0.0,2.21
user_229,LinkedIn,B,2025-06-28 22:59:13.017961,Mobile,South America,1,1,1,128.99,1.61
user_230,Meta,A,2025-06-29 20:12:22.609546,Mobile,Asia,1,0,0,0.0,0.58
user_231,Google,A,2025-06-21 17:54:57.174632,Mobile,Europe,0,0,0,0.0,3.45
user_232,Google,B,2025-07-02 21:11:37.355981,Tablet,Europe,1,0,0,0.0,1.66
user_233,Google,A,2025-07-10 22:54:22.279552,Tablet,North America,1,1,0,0.0,2.3
user_234,Organic,B,2025-06-24 09:12:33.576778,Desktop,Europe,1,1,0,0.0,0.0
user_235,LinkedIn,B,2025-06-15 04:10:32.151596,Mobile,Europe,0,0,0,0.0,2.41
user_236,Google,B,2025-07-01 06:40:59.594516,Mobile,Europe,1,0,0,0.0,3.21
user_237,LinkedIn,B,2025-07-12 08:09:12.463114,Mobile,Asia,1,1,0,0.0,4.58
user_238,LinkedIn,A,2025-07-04 14:45:23.235574,Desktop,Asia,1,0,0,0.0,2.41
user_239,Meta,B,2025-07-06 07:46:54.534258,Mobile,Europe,1,1,0,0.0,4.41
user_240,Meta,A,2025-06-25 20:29:22.575468,Desktop,Europe,1,0,0,0.0,2.96
user_241,Google,B,2025-06-14 20:38:01.546008,Mobile,Europe,1,1,0,0.0,3.54
user_242,Meta,A,2025-07-11 05:45:21.434204,Mobile,North America,0,0,0,0.0,1.08
user_243,Google,B,2025-06-25 12:30:56.540396,Desktop,South America,1,1,0,0.0,3.18
user_244,Meta,A,2025-06-14 06:50:34.606158,Desktop,Europe,1,0,0,0.0,0.8
user_245,LinkedIn,A,2025-06-22 04:30:26.383469,Mobile,Europe,1,0,0,0.0,1.54
user_246,Meta,B,2025-06-20 01:51:26.116103,Mobile,South America,1,0,0,0.0,3.79
user_247,Meta,B,2025-07-04 18:06:53.340587,Mobile,Europe,0,0,0,0.0,3.36
user_248,LinkedIn,A,2025-06-26 09:36:19.229176,Mobile,Europe,1,0,0,0.0,2.06
user_249,Meta,B,2025-07-08 19:04:19.207417,Desktop,Europe,1,0,0,0.0,0.59
user_250,LinkedIn,B,2025-06-19 02:18:52.995407,Mobile,Asia,1,0,0,0.0,0.9
user_251,LinkedIn,A,2025-07-02 12:49:06.680159,Mobile,North America,1,1,1,84.1,2.04
user_252,Google,B,2025-06-26 07:54:48.863144,Tablet,North America,1,0,0,0.0,2.51
user_253,Meta,A,2025-07-02 22:50:00.320045,Desktop,Asia,1,0,0,0.0,2.26
user_254,Meta,A,2025-07-02 17:43:56.829756,Desktop,Asia,1,0,0,0.0,4.41
user_255,LinkedIn,B,2025-07-08 06:06:54.932977,Desktop,Asia,1,1,1,83.54,4.81
user_256,Meta,B,2025-06-28 11:54:13.045269,Mobile,Europe,0,0,0,0.0,4.65
user_257,Meta,B,2025-06-28 00:20:50.060074,Mobile,Asia,1,0,0,0.0,4.21
user_258,Meta,B,2025-06-27 12:15:07.711246,Desktop,Europe,1,0,0,0.0,2.97
user_259,Organic,B,2025-06-27 17:05:59.877362,Mobile,South America,0,0,0,0.0,0.0
user_260,Google,A,2025-06-27 18:19:11.900646,Mobile,Europe,1,0,0,0.0,1.18
user_261,Google,A,2025-07-09 19:01:19.305020,Desktop,Europe,1,0,0,0.0,3.29
user_262,Google,A,2025-07-04 03:15:02.821833,Desktop,Europe,1,0,0,0.0,0.95
user_263,Meta,B,2025-06-14 03:00:09.084052,Mobile,North America,1,1,0,0.0,1.28
user_264,Meta,B,2025-07-02 21:39:31.155926,Desktop,Europe,0,0,0,0.0,2.52
user_265,Google,A,2025-06-13 07:26:26.964732,Mobile,Europe,1,0,0,0.0,4.84
user_266,Google,B,2025-06-15 14:04:24.394825,Desktop,Europe,1,0,0,0.0,1.12
user_267,Meta,A,2025-06-22 00:18:03.596810,Desktop,Asia,1,1,1,56.39,2.17
user_268,Google,A,2025-07-05 13:42:19.211493,Desktop,Asia,1,0,0,0.0,1.18
user_269,Google,B,2025-06-25 23:21:21.863106,Mobile,Asia,1,0,0,0.0,2.27
user_270,Organic,A,2025-06-30 11:13:17.872623,Tablet,Asia,1,0,0,0.0,0.0
user_271,Meta,A,2025-06-17 11:57:04.527180,Desktop,South America,1,0,0,0.0,4.21
user_272,Meta,B,2025-06-19 05:26:09.708323,Mobile,North America,1,1,0,0.0,1.18
user_273,LinkedIn,A,2025-06-16 10:56:01.569866,Desktop,Europe,1,0,0,0.0,3.47
user_274,LinkedIn,A,2025-06-28 23:40:21.053808,Desktop,South America,1,0,0,0.0,1.83
user_275,Google,A,2025-07-10 16:38:20.188140,Tablet,Asia,1,0,0,0.0,2.97
user_276,LinkedIn,B,2025-07-02 06:56:47.584645,Desktop,Europe,1,0,0,0.0,1.83
user_277,LinkedIn,A,2025-07-07 15:12:55.156335,Tablet,North America,1,1,0,0.0,0.81
user_278,Organic,A,2025-07-06 19:26:31.526986,Desktop,South America,1,1,0,0.0,0.0
user_279,Meta,A,2025-06-17 02:26:50.597477,Tablet,North America,1,1,1,66.62,3.19
user_280,Google,B,2025-06-22 16:27:14.584963,Desktop,Europe,1,0,0,0.0,1.58
user_281,Google,B,2025-06-25 13:23:59.621253,Desktop,Europe,0,0,0,0.0,3.52
user_282,Google,A,2025-07-01 18:17:31.030546,Mobile,South America,1,0,0,0.0,2.57
user_283,LinkedIn,B,2025-07-07 06:11:31.248597,Mobile,Europe,1,0,0,0.0,3.89
user_284,Google,B,2025-07-03 14:46:48.818698,Desktop,Europe,1,0,0,0.0,4.18
