user_id,channel,timestamp,touchpoint_order
35,Display,2023-10-03 06:55:30.795083,3
36,Display,2023-07-04 00:00:00.000000,1
36,Content,2023-07-04 17:54:34.108955,2
37,Email,2023-07-23 00:00:00.000000,1
38,Content,2023-04-10 00:00:00.000000,1
38,Email,2023-04-11 21:55:21.636407,2
39,Display,2023-10-17 00:00:00.000000,1
39,Direct,2023-10-18 09:22:15.590918,2
40,Content,2023-06-09 00:00:00.000000,1
40,Content,2023-06-11 01:28:46.932876,2
40,Social,2023-06-12 15:20:34.054384,3
40,Direct,2023-06-13 14:45:47.931110,4
40,Direct,2023-06-18 07:55:37.095665,5
40,Social,2023-06-18 11:22:38.677701,6
41,Social,2023-09-10 00:00:00.000000,1
42,Display,2023-04-25 00:00:00.000000,1
42,Paid Search,2023-04-26 23:35:13.777688,2
43,Display,2023-08-05 00:00:00.000000,1
43,Display,2023-08-07 18:39:37.105230,2
43,Paid Search,2023-08-14 18:39:37.105230,3
43,Email,2023-08-15 16:59:31.253217,4
43,Paid Search,2023-08-16 12:59:42.831554,5
44,Social,2023-02-06 00:00:00.000000,1
44,Paid Search,2023-02-06 13:03:42.108357,2
45,Paid Search,2023-08-05 00:00:00.000000,1
45,Email,2023-08-05 01:00:00.000000,2
46,Direct,2023-03-17 00:00:00.000000,1
46,Email,2023-03-18 07:37:18.261765,2
46,Paid Search,2023-03-18 11:47:44.605687,3
47,Email,2023-02-22 00:00:00.000000,1
47,Display,2023-02-23 08:44:18.170288,2
47,Display,2023-02-24 23:00:59.485640,3
47,Email,2023-03-01 07:58:27.190817,4
48,Email,2023-08-27 00:00:00.000000,1
49,Content,2023-09-10 00:00:00.000000,1
49,Display,2023-09-11 00:15:09.010005,2
49,Paid Search,2023-09-11 07:51:43.436066,3
49,Paid Search,2023-09-11 20:36:33.219840,4
49,Paid Search,2023-09-15 20:04:15.436161,5
50,Direct,2023-05-25 00:00:00.000000,1
50,Email,2023-05-25 22:39:25.228734,2
50,Display,2023-05-28 22:42:59.939725,3
50,Email,2023-05-30 01:12:51.263778,4
50,Direct,2023-05-30 06:52:20.963716,5
50,Paid Search,2023-05-30 07:52:20.963716,6
51,Content,2023-12-14 00:00:00.000000,1
51,Display,2023-12-18 01:24:58.038596,2
51,Content,2023-12-24 15:57:13.992956,3
51,Display,2023-12-31 15:57:13.992956,4
51,Display,2024-01-05 02:24:16.221355,5
51,Paid Search,2024-01-12 02:24:16.221355,6
51,Content,2024-01-13 17:08:44.771248,7
52,Social,2023-02-16 00:00:00.000000,1
52,Social,2023-02-17 23:24:30.097096,2
52,Email,2023-02-22 14:29:29.519663,3
52,Display,2023-02-23 06:19:26.342698,4
53,Social,2023-12-24 00:00:00.000000,1
53,Content,2023-12-24 10:00:12.239096,2
53,Paid Search,2023-12-25 06:55:45.009878,3
54,Direct,2023-12-23 00:00:00.000000,1
54,Social,2023-12-24 12:52:03.953466,2
54,Social,2023-12-27 21:33:04.712008,3
54,Email,2023-12-28 06:04:12.159437,4
54,Direct,2023-12-31 17:03:42.411001,5
54,Direct,2024-01-03 07:09:17.182926,6
54,Paid Search,2024-01-04 09:09:23.376065,7
55,Display,2023-08-30 00:00:00.000000,1
55,Social,2023-09-02 00:09:28.163852,2
55,Paid Search,2023-09-09 00:09:28.163852,3
56,Display,2023-10-10 00:00:00.000000,1
56,Display,2023-10-10 06:53:51.294593,2
56,Display,2023-10-10 10:39:30.138337,3
57,Direct,2023-07-16 00:00:00.000000,1
57,Content,2023-07-18 22:20:00.917988,2
57,Paid Search,2023-07-22 17:16:57.522130,3
57,Content,2023-07-23 22:01:34.797905,4
57,Display,2023-07-30 01:52:37.468202,5
57,Paid Search,2023-07-30 14:20:16.991954,6
57,Paid Search,2023-08-01 12:32:46.443078,7
57,Email,2023-08-01 18:19:55.603256,8
58,Display,2023-04-28 00:00:00.000000,1
58,Email,2023-05-04 21:10:39.339619,2
58,Display,2023-05-08 00:30:21.604519,3
58,Paid Search,2023-05-09 07:53:55.373956,4
58,Email,2023-05-12 09:36:22.817175,5
59,Social,2023-09-09 00:00:00.000000,1
59,Social,2023-09-10 14:50:41.289184,2
59,Display,2023-09-13 05:03:23.437589,3
59,Social,2023-09-14 09:49:55.954360,4
59,Direct,2023-09-15 02:48:46.393482,5
59,Paid Search,2023-09-17 12:13:39.922578,6
59,Paid Search,2023-09-18 17:44:47.992329,7
59,Direct,2023-09-21 16:03:56.801343,8
60,Display,2023-02-03 00:00:00.000000,1
60,Content,2023-02-04 17:36:00.131128,2
60,Social,2023-02-06 06:35:19.348264,3
60,Paid Search,2023-02-08 00:46:35.569509,4
61,Paid Search,2023-07-03 00:00:00.000000,1
61,Social,2023-07-10 00:00:00.000000,2
61,Paid Search,2023-07-10 12:09:48.949922,3
62,Display,2023-04-02 00:00:00.000000,1
62,Paid Search,2023-04-03 12:41:41.947762,2
63,Display,2023-02-03 00:00:00.000000,1
64,Social,2023-10-09 00:00:00.000000,1
64,Display,2023-10-13 03:16:13.675899,2
64,Direct,2023-10-13 06:17:44.020501,3
64,Email,2023-10-16 13:03:37.620163,4
65,Content,2023-01-14 00:00:00.000000,1
65,Social,2023-01-16 18:03:32.360899,2
65,Display,2023-01-17 08:01:26.209160,3
65,Paid Search,2023-01-21 20:18:02.704308,4
66,Content,2023-10-01 00:00:00.000000,1
66,Content,2023-10-01 15:03:22.972933,2
66,Email,2023-10-01 16:03:22.972933,3
67,Content,2023-01-25 00:00:00.000000,1
67,Social,2023-01-28 02:43:19.320795,2
67,Social,2023-01-28 07:05:12.386728,3
67,Paid Search,2023-01-30 01:30:54.291128,4
67,Paid Search,2023-01-31 04:38:12.278541,5
68,Social,2023-04-11 00:00:00.000000,1
68,Email,2023-04-11 21:07:47.728068,2
68,Direct,2023-04-13 17:48:35.671931,3
69,Display,2023-04-22 00:00:00.000000,1
69,Email,2023-04-22 09:08:21.540537,2
70,Display,2023-09-04 00:00:00.000000,1
71,Content,2023-08-11 00:00:00.000000,1
71,Paid Search,2023-08-11 01:00:00.000000,2
71,Direct,2023-08-12 09:23:27.829261,3
71,Paid Search,2023-08-15 19:55:53.997229,4
71,Paid Search,2023-08-17 08:41:23.696393,5
72,Direct,2023-10-27 00:00:00.000000,1
72,Paid Search,2023-10-27 10:40:52.734780,2
73,Social,2023-05-20 00:00:00.000000,1
74,Paid Search,2023-10-20 00:00:00.000000,1
74,Social,2023-10-21 19:15:12.537869,2
74,Email,2023-10-23 00:19:24.920677,3
75,Display,2023-04-11 00:00:00.000000,1
76,Display,2023-02-07 00:00:00.000000,1
76,Direct,2023-02-10 13:13:44.901893,2
76,Direct,2023-02-10 19:36:00.393922,3
77,Content,2023-05-17 00:00:00.000000,1
77,Direct,2023-05-19 13:22:36.588470,2
78,Email,2023-11-24 00:00:00.000000,1
78,Email,2023-11-27 11:41:56.154359,2
78,Content,2023-11-28 00:36:02.046399,3
78,Paid Search,2023-12-02 19:03:25.833339,4
78,Email,2023-12-04 13:39:21.783863,5
79,Content,2023-06-28 00:00:00.000000,1
79,Social,2023-06-29 17:21:12.960775,2
79,Social,2023-06-30 17:11:47.726299,3
79,Paid Search,2023-06-30 20:30:20.890382,4
80,Social,2023-07-17 00:00:00.000000,1
80,Display,2023-07-17 07:11:55.994603,2
80,Email,2023-07-19 05:39:07.602310,3
80,Social,2023-07-23 17:19:50.417827,4
80,Paid Search,2023-07-24 01:13:34.517945,5
80,Email,2023-07-24 14:56:18.228030,6
81,Display,2023-05-03 00:00:00.000000,1
81,Social,2023-05-03 22:51:16.457059,2
81,Social,2023-05-05 19:18:49.811444,3
81,Paid Search,2023-05-07 08:34:21.642227,4
82,Display,2023-11-28 00:00:00.000000,1
82,Email,2023-11-29 16:00:42.372713,2
82,Email,2023-12-01 11:52:38.604695,3
82,Direct,2023-12-07 21:17:08.983382,4
83,Paid Search,2023-10-29 00:00:00.000000,1
83,Display,2023-10-29 05:05:58.928273,2
83,Content,2023-10-31 19:15:30.796228,3
83,Paid Search,2023-11-01 00:26:02.447950,4
84,Social,2023-05-13 00:00:00.000000,1
84,Display,2023-05-14 17:13:03.731495,2
84,Email,2023-05-15 19:42:27.645773,3
84,Email,2023-05-21 06:26:39.011633,4
84,Direct,2023-05-22 11:12:49.162034,5
84,Content,2023-05-29 11:12:49.162034,6
85,Display,2023-11-09 00:00:00.000000,1
85,Social,2023-11-10 20:56:19.519622,2
86,Content,2023-06-03 00:00:00.000000,1
86,Paid Search,2023-06-08 01:08:54.322279,2
87,Display,2023-12-13 00:00:00.000000,1
87,Social,2023-12-13 07:17:14.482510,2
87,Social,2023-12-14 16:24:07.136306,3
88,Display,2023-05-30 00:00:00.000000,1
88,Paid Search,2023-06-06 00:00:00.000000,2
89,Content,2023-04-28 00:00:00.000000,1
89,Display,2023-04-28 17:05:33.707027,2
89,Social,2023-04-29 17:23:53.713140,3
89,Email,2023-05-02 22:35:56.354037,4
89,Email,2023-05-04 04:54:47.788365,5
90,Social,2023-01-18 00:00:00.000000,1
90,Paid Search,2023-01-19 12:41:53.968899,2
91,Display,2023-08-10 00:00:00.000000,1
91,Content,2023-08-13 22:59:22.443930,2
91,Direct,2023-08-14 21:25:12.261926,3
92,Display,2023-06-11 00:00:00.000000,1
92,Content,2023-06-13 12:25:00.467303,2
92,Paid Search,2023-06-13 13:44:07.258745,3
93,Email,2023-11-24 00:00:00.000000,1
94,Display,2023-04-02 00:00:00.000000,1
94,Social,2023-04-04 13:29:33.183703,2
95,Content,2023-06-14 00:00:00.000000,1
96,Social,2023-01-07 00:00:00.000000,1
96,Paid Search,2023-01-07 06:17:15.748894,2
96,Paid Search,2023-01-09 07:43:07.092053,3
96,Paid Search,2023-01-14 03:38:02.352715,4
97,Content,2023-01-11 00:00:00.000000,1
97,Paid Search,2023-01-11 14:58:44.263456,2
98,Content,2023-09-13 00:00:00.000000,1
98,Content,2023-09-18 22:19:58.175815,2
98,Paid Search,2023-09-19 05:34:43.113091,3
99,Content,2023-04-30 00:00:00.000000,1
99,Display,2023-05-01 07:49:53.722418,2
99,Content,2023-05-04 00:48:12.870895,3
99,Email,2023-05-05 01:31:39.516327,4
99,Content,2023-05-07 03:14:44.043259,5
99,Email,2023-05-07 10:03:21.223577,6
99,Direct,2023-05-09 18:27:44.075643,7
99,Paid Search,2023-05-13 05:27:59.740901,8
100,Content,2023-01-17 00:00:00.000000,1
100,Email,2023-01-17 05:24:34.052412,2
100,Social,2023-01-17 20:06:07.378404,3
101,Social,2023-06-17 00:00:00.000000,1
101,Paid Search,2023-06-18 16:52:47.005898,2
102,Display,2023-07-09 00:00:00.000000,1
102,Content,2023-07-11 16:17:52.354825,2
102,Content,2023-07-13 12:39:34.498266,3
103,Display,2023-06-13 00:00:00.000000,1
103,Email,2023-06-14 07:01:30.971140,2
103,Email,2023-06-19 19:35:51.031830,3
103,Paid Search,2023-06-20 07:12:47.873799,4
104,Email,2023-08-15 00:00:00.000000,1
104,Direct,2023-08-15 08:03:55.709785,2
104,Email,2023-08-16 14:55:29.749992,3
104,Email,2023-08-17 11:42:58.969661,4
104,Email,2023-08-19 22:18:06.135580,5
105,Email,2023-01-25 00:00:00.000000,1
105,Paid Search,2023-01-27 08:56:58.356046,2
106,Direct,2023-11-01 00:00:00.000000,1
107,Direct,2023-10-30 00:00:00.000000,1
108,Social,2023-05-29 00:00:00.000000,1
108,Email,2023-06-05 00:00:00.000000,2
108,Direct,2023-06-07 01:56:10.481510,3
108,Paid Search,2023-06-07 04:28:44.475682,4
109,Direct,2023-09-23 00:00:00.000000,1
109,Email,2023-09-24 06:45:56.767562,2
109,Email,2023-09-24 12:55:49.020110,3
110,Content,2023-06-25 00:00:00.000000,1
111,Email,2023-08-11 00:00:00.000000,1
111,Display,2023-08-14 12:44:55.255153,2
111,Display,2023-08-16 08:17:06.348195,3
111,Social,2023-08-16 14:27:07.306414,4
111,Content,2023-08-18 23:39:09.256120,5
112,Display,2023-01-04 00:00:00.000000,1
112,Email,2023-01-08 08:13:31.294628,2
112,Email,2023-01-08 20:57:20.557732,3
112,Display,2023-01-12 22:55:22.193137,4
113,Paid Search,2023-05-21 00:00:00.000000,1
113,Display,2023-05-21 01:00:00.000000,2
113,Content,2023-05-21 05:27:00.514621,3
114,Display,2023-08-27 00:00:00.000000,1
114,Social,2023-08-28 11:28:59.170675,2
114,Paid Search,2023-08-28 12:28:59.170675,3
115,Content,2023-11-20 00:00:00.000000,1
115,Content,2023-11-24 19:45:45.306777,2
115,Display,2023-11-25 01:19:39.011527,3
115,Email,2023-11-25 07:42:22.197457,4
116,Display,2023-10-20 00:00:00.000000,1
116,Social,2023-10-24 05:25:16.543512,2
116,Direct,2023-10-25 11:39:38.373680,3
116,Paid Search,2023-10-25 20:25:59.714544,4
117,Email,2023-02-28 00:00:00.000000,1
117,Content,2023-03-03 13:14:08.480002,2
117,Content,2023-03-03 15:32:37.229184,3
118,Social,2023-09-19 00:00:00.000000,1
118,Display,2023-09-20 11:03:24.737594,2
118,Email,2023-09-21 22:47:35.511726,3
118,Email,2023-09-23 09:33:03.050787,4
118,Paid Search,2023-09-30 09:33:03.050787,5
119,Content,2023-09-26 00:00:00.000000,1
119,Paid Search,2023-09-27 17:38:59.570107,2
120,Direct,2023-01-29 00:00:00.000000,1
120,Paid Search,2023-02-01 07:35:34.794770,2
120,Email,2023-02-02 22:00:46.469025,3
120,Content,2023-02-03 23:12:48.974609,4
120,Email,2023-02-04 13:39:02.449386,5
121,Social,2023-02-06 00:00:00.000000,1
121,Content,2023-02-09 19:26:58.322062,2
122,Paid Search,2023-08-12 00:00:00.000000,1
122,Email,2023-08-14 04:04:55.055298,2
122,Paid Search,2023-08-18 04:01:15.788719,3
123,Social,2023-08-04 00:00:00.000000,1
123,Paid Search,2023-08-08 00:56:30.446285,2
123,Email,2023-08-11 16:01:04.654072,3
123,Paid Search,2023-08-13 22:43:54.931683,4
124,Paid Search,2023-07-07 00:00:00.000000,1
124,Direct,2023-07-07 01:25:29.310795,2
125,Social,2023-06-09 00:00:00.000000,1
125,Social,2023-06-12 09:46:16.450549,2
126,Display,2023-01-12 00:00:00.000000,1
127,Display,2023-04-23 00:00:00.000000,1
127,Social,2023-04-23 01:00:00.000000,2
127,Direct,2023-04-23 07:35:56.642926,3
128,Display,2023-11-15 00:00:00.000000,1
128,Email,2023-11-18 02:38:21.025386,2
128,Social,2023-11-21 01:21:43.922903,3
129,Display,2023-07-11 00:00:00.000000,1
129,Email,2023-07-11 20:22:28.265925,2
129,Email,2023-07-11 22:37:18.976072,3
129,Direct,2023-07-18 22:37:18.976072,4
130,Content,2023-06-13 00:00:00.000000,1
130,Social,2023-06-13 03:15:29.430265,2
130,Paid Search,2023-06-14 01:34:32.801810,3
130,Direct,2023-06-14 15:32:43.248751,4
131,Content,2023-08-14 00:00:00.000000,1
131,Content,2023-08-14 08:34:35.349736,2
131,Email,2023-08-16 17:22:00.600469,3
131,Content,2023-08-16 21:29:36.744702,4
131,Email,2023-08-19 00:30:27.737018,5
131,Email,2023-08-25 01:08:20.818441,6
131,Social,2023-08-26 04:19:04.234490,7
131,Direct,2023-08-27 06:26:31.868747,8
132,Social,2023-09-14 00:00:00.000000,1
132,Paid Search,2023-09-14 10:43:56.798092,2
133,Paid Search,2023-10-07 00:00:00.000000,1
133,Social,2023-10-13 21:30:28.628559,2
133,Social,2023-10-17 22:55:58.283776,3
134,Content,2023-03-20 00:00:00.000000,1
134,Display,2023-03-23 04:29:26.109374,2
134,Email,2023-03-28 01:03:40.751905,3
135,Display,2023-02-15 00:00:00.000000,1
135,Email,2023-02-16 20:52:00.607502,2
135,Social,2023-02-18 12:06:03.781889,3
136,Content,2023-04-27 00:00:00.000000,1
136,Direct,2023-04-27 07:46:38.039162,2
136,Paid Search,2023-04-29 14:32:19.037627,3
137,Direct,2023-10-28 00:00:00.000000,1
137,Direct,2023-10-30 13:50:33.562698,2
137,Email,2023-10-30 21:24:49.797649,3
137,Content,2023-11-01 14:01:31.692157,4
138,Content,2023-04-02 00:00:00.000000,1
138,Display,2023-04-02 18:58:12.259660,2
138,Social,2023-04-02 23:23:04.488536,3
138,Email,2023-04-03 01:00:19.399474,4
139,Display,2023-05-23 00:00:00.000000,1
139,Content,2023-05-25 00:33:56.295021,2
140,Display,2023-01-09 00:00:00.000000,1
140,Content,2023-01-11 11:15:45.792702,2
140,Paid Search,2023-01-13 23:21:43.052014,3
140,Paid Search,2023-01-14 19:16:00.231067,4
140,Direct,2023-01-14 23:16:30.145585,5
140,Direct,2023-01-16 13:20:50.212386,6
141,Display,2023-01-03 00:00:00.000000,1
142,Display,2023-01-12 00:00:00.000000,1
142,Direct,2023-01-12 11:52:40.078534,2
143,Paid Search,2023-12-22 00:00:00.000000,1
143,Social,2023-12-22 02:08:34.399221,2
143,Content,2023-12-22 03:09:17.335501,3
143,Paid Search,2023-12-22 22:32:37.858611,4
144,Display,2023-04-03 00:00:00.000000,1
144,Paid Search,2023-04-03 09:11:12.986277,2
144,Direct,2023-04-04 10:59:46.801357,3
145,Content,2023-10-20 00:00:00.000000,1
145,Direct,2023-10-20 01:57:53.696225,2
146,Display,2023-04-06 00:00:00.000000,1
146,Social,2023-04-07 20:43:49.460653,2
146,Paid Search,2023-04-11 00:19:19.117812,3
147,Social,2023-05-11 00:00:00.000000,1
147,Email,2023-05-11 06:46:16.140813,2
147,Email,2023-05-16 01:50:21.494860,3
147,Social,2023-05-16 14:51:26.512304,4
148,Content,2023-10-20 00:00:00.000000,1
148,Display,2023-10-24 02:12:29.837102,2
148,Social,2023-10-25 12:55:23.958483,3
148,Email,2023-10-27 08:04:00.286499,4
148,Social,2023-10-28 07:52:41.339119,5
149,Display,2023-03-07 00:00:00.000000,1
149,Content,2023-03-08 19:49:40.369039,2
149,Social,2023-03-09 08:48:48.602479,3
149,Social,2023-03-13 16:05:36.377902,4
149,Email,2023-03-14 11:22:48.429789,5
150,Paid Search,2023-10-03 00:00:00.000000,1
150,Content,2023-10-03 21:21:56.231595,2
150,Email,2023-10-05 18:01:00.471089,3
151,Social,2023-06-14 00:00:00.000000,1
151,Social,2023-06-17 23:50:28.239296,2
151,Email,2023-06-19 13:06:17.046145,3
151,Display,2023-06-26 13:06:17.046145,4
152,Display,2023-09-02 00:00:00.000000,1
153,Direct,2023-01-12 00:00:00.000000,1
154,Display,2023-10-26 00:00:00.000000,1
155,Content,2023-02-08 00:00:00.000000,1
155,Social,2023-02-10 04:45:42.664965,2
155,Social,2023-02-10 06:13:21.311268,3
156,Display,2023-08-22 00:00:00.000000,1
156,Content,2023-08-24 14:59:44.478726,2
156,Content,2023-08-25 03:49:34.979159,3
156,Direct,2023-08-25 17:58:33.410341,4
157,Paid Search,2023-05-25 00:00:00.000000,1
157,Email,2023-05-25 05:45:41.894881,2
157,Email,2023-05-30 06:12:35.190241,3
157,Paid Search,2023-06-04 21:57:32.159164,4
157,Direct,2023-06-07 02:44:10.469363,5
158,Direct,2023-07-11 00:00:00.000000,1
159,Display,2023-06-25 00:00:00.000000,1
159,Content,2023-06-25 05:32:44.258368,2
159,Email,2023-06-28 03:05:48.397120,3
159,Direct,2023-06-29 06:46:17.989715,4
160,Display,2023-11-27 00:00:00.000000,1
160,Email,2023-11-27 19:06:25.528810,2
160,Paid Search,2023-11-29 16:17:00.977461,3
161,Content,2023-11-12 00:00:00.000000,1
161,Social,2023-11-13 04:12:41.762454,2
161,Display,2023-11-14 22:39:55.951149,3
162,Direct,2023-01-03 00:00:00.000000,1
162,Paid Search,2023-01-07 21:53:44.786156,2
162,Direct,2023-01-08 03:25:51.945290,3
163,Content,2023-10-27 00:00:00.000000,1
163,Social,2023-10-29 17:56:45.543029,2
163,Paid Search,2023-10-31 05:18:00.276315,3
164,Social,2023-04-17 00:00:00.000000,1
165,Content,2023-10-08 00:00:00.000000,1
165,Content,2023-10-09 07:18:47.287367,2
165,Content,2023-10-09 16:02:42.988526,3
165,Paid Search,2023-10-11 03:35:06.946513,4
166,Content,2023-06-06 00:00:00.000000,1
166,Display,2023-06-07 21:14:17.910693,2
166,Email,2023-06-08 12:31:02.179747,3
166,Email,2023-06-08 18:45:22.543952,4
166,Social,2023-06-11 01:37:01.486038,5
167,Display,2023-08-29 00:00:00.000000,1
167,Direct,2023-08-30 07:43:00.774565,2
167,Direct,2023-08-31 22:04:09.918564,3
168,Social,2023-02-16 00:00:00.000000,1
168,Email,2023-02-20 07:29:07.560411,2
168,Content,2023-02-20 18:55:28.235885,3
168,Email,2023-02-21 20:20:04.656192,4
168,Paid Search,2023-02-26 10:52:11.322114,5
168,Email,2023-02-26 23:50:43.933918,6
168,Paid Search,2023-02-27 15:16:07.359926,7
169,Content,2023-06-13 00:00:00.000000,1
170,Display,2023-04-18 00:00:00.000000,1
170,Display,2023-04-18 01:08:53.801076,2
170,Email,2023-04-19 21:59:20.964466,3
170,Paid Search,2023-04-20 10:39:22.307822,4
170,Email,2023-04-22 05:58:47.448837,5
171,Content,2023-05-26 00:00:00.000000,1
171,Email,2023-05-28 08:35:43.741015,2
171,Direct,2023-05-28 15:11:29.592866,3
172,Display,2023-04-12 00:00:00.000000,1
172,Display,2023-04-12 04:17:54.390520,2
172,Direct,2023-04-12 14:31:25.807225,3
173,Social,2023-02-18 00:00:00.000000,1
173,Display,2023-02-20 01:03:42.101883,2
173,Content,2023-02-21 20:11:19.491369,3
173,Paid Search,2023-02-22 08:47:09.505845,4
173,Paid Search,2023-02-22 18:55:11.418026,5
174,Direct,2023-09-15 00:00:00.000000,1
174,Social,2023-09-15 19:28:45.608754,2
174,Paid Search,2023-09-15 23:56:28.592874,3
175,Display,2023-10-14 00:00:00.000000,1
175,Social,2023-10-15 02:22:11.889287,2
175,Paid Search,2023-10-15 03:22:11.889287,3
175,Email,2023-10-22 03:22:11.889287,4
176,Social,2023-04-14 00:00:00.000000,1
177,Content,2023-11-17 00:00:00.000000,1
177,Social,2023-11-17 04:28:50.703665,2
177,Email,2023-11-17 11:02:21.635193,3
177,Direct,2023-11-20 12:09:43.265974,4
177,Paid Search,2023-11-20 13:55:47.553573,5
178,Display,2023-03-07 00:00:00.000000,1
178,Content,2023-03-08 10:12:49.642751,2
178,Direct,2023-03-09 01:57:44.009401,3
179,Email,2023-11-07 00:00:00.000000,1
179,Paid Search,2023-11-08 16:07:47.252994,2
180,Social,2023-08-04 00:00:00.000000,1
180,Display,2023-08-04 11:26:07.002765,2
180,Direct,2023-08-05 06:07:33.080304,3
181,Direct,2023-05-10 00:00:00.000000,1
